# {"t_start": 1591415659.223302, "env_id": "Block2D-v1"} 
r,l,t
-55.704252,89,520.367401
-58.382685,92,520.41295
-48.631698,85,520.454161
-0.796873,42,520.478906
-9.162967,45,520.498288
-56.104248,90,520.543571
-63.279892,94,520.588876
-54.849489,90,520.631778
-59.444248,94,520.677883
-53.479928,89,520.719556
-60.227249,94,520.766269
-61.902373,96,520.811534
-1.605363,42,520.83207
-56.948318,93,520.899062
-60.58653,92,520.943342
-49.577348,84,520.984386
-54.826871,88,521.075166
-61.665465,94,521.121536
-58.979969,93,521.164978
-52.622685,87,521.206284
-58.097445,91,521.251463
-52.924466,87,521.292097
-60.055348,94,521.33666
-61.028191,95,537.901402
-59.103717,92,537.944741
-61.402582,95,537.99033
-53.622741,89,538.031409
-45.703646,83,538.073505
-55.502562,88,538.119499
-58.976017,93,538.16679
-58.89292,92,538.211418
-54.648003,90,538.25591
-50.108597,85,538.298602
-55.26253,88,538.344274
-53.411312,88,538.389014
-56.219916,91,538.435842
-42.873381,79,538.475156
-52.207374,88,538.523811
-1.909113,41,538.547285
-56.675173,91,538.613844
-4.604289,44,538.637102
-51.4278,86,538.699716
-3.695692,42,538.724369
-55.244681,90,538.790715
-62.482728,98,538.838746
-54.032892,88,538.87909
-59.220559,94,538.926923
-56.537601,92,538.970407
-59.899372,92,539.014824
-55.916538,91,539.058602
-61.60017,96,539.105692
-59.621304,92,539.148651
-53.198398,87,539.190816
-54.223736,88,539.235656
-53.710751,90,539.281586
-62.34938,96,539.328691
-56.497865,89,539.370103
-60.996701,94,539.417588
-4.304374,43,539.484176
-54.113471,89,539.548544
-52.132699,89,539.593049
-49.926025,85,539.635402
-55.903707,89,539.681938
-59.32861,92,539.72767
-52.739394,87,539.770155
-55.054905,90,539.815768
-54.974383,90,539.860138
-56.115613,90,539.905175
-61.740501,94,539.95222
-61.280198,95,539.997023
-5.466195,43,540.01838
-55.860391,90,540.083498
-58.119655,92,540.128574
-65.181553,97,540.175374
-55.071243,89,540.216127
-4.047333,43,540.239825
-59.474174,95,540.308092
-58.796631,92,540.351351
-50.609861,85,540.392602
-59.99201,91,540.440766
-56.707214,91,540.484909
-57.082111,91,540.529052
-61.887963,96,540.575368
-57.31251,92,540.617819
-55.798782,91,540.661543
-57.770551,91,540.70544
-54.606678,87,540.748066
-4.515722,43,540.817485
-56.160347,89,540.881849
-3.168085,43,540.906389
-57.357862,90,540.971638
-58.932766,92,541.01661
-57.596389,93,541.061579
-51.079886,85,541.102286
-54.239901,88,541.147895
-62.879125,98,541.197034
-48.787291,83,541.234792
-56.482319,91,541.284222
-54.552514,89,541.327707
-51.278975,85,541.370524
-52.178561,87,557.951709
-51.735676,86,557.996164
-3.001077,43,558.020789
-3.658515,42,558.063962
-5.868811,46,558.084253
-49.253401,84,558.126099
-56.132165,91,558.172648
-56.201371,90,558.216055
-54.513721,88,558.259218
-1.170444,42,558.282906
-55.023912,90,558.347324
-59.546145,92,558.392097
-54.266962,88,558.434926
0.465973,41,558.458778
-2.68004,43,558.477397
-57.040738,92,558.524495
-52.356612,88,558.567258
-53.169077,88,558.612062
-56.032915,91,558.657102
-50.486655,84,558.697446
-51.707878,88,558.742754
-54.375827,89,558.787698
-47.663486,83,558.829453
-60.069046,94,558.878183
-55.553763,90,558.920612
-55.464923,89,558.965395
-54.077066,88,559.053106
-65.566719,99,559.10237
-49.492937,84,559.139579
-51.120652,88,559.185055
-63.867531,98,559.233027
-57.573887,91,559.274384
-52.167484,86,559.316269
-50.58649,86,559.359763
-62.917049,95,559.4075
-56.382805,90,559.449989
-51.086056,86,559.492543
-54.189814,89,559.537807
-63.236478,97,559.584682
-20.253716,61,559.612641
-57.964702,92,559.668987
-48.772301,85,559.709794
-61.809878,97,559.759195
-53.025667,87,559.799237
-7.284644,44,559.867587
-48.49134,84,559.929507
-47.494378,84,559.974418
-57.502769,91,560.021433
-1.942446,42,560.044178
-6.876525,44,560.089169
-52.825275,88,560.152076
-51.211968,86,560.195182
-54.787734,89,560.283806
-52.816298,85,560.32556
-59.826141,94,560.372923
-4.590728,43,560.394767
-57.018441,92,560.460664
-62.475486,95,560.505881
-52.752752,88,560.546531
-55.923801,91,560.591833
-50.18368,85,560.63315
-1.947891,42,560.657851
-53.121218,85,560.720317
-1.579808,42,560.745297
-5.91911,43,560.764372
-57.799819,91,560.810526
-55.969656,88,560.8528
-56.115165,92,560.898537
-15.314198,53,560.925932
-1.251043,41,560.944114
-50.291688,85,560.984522
-57.741427,91,561.030887
-57.61206,89,561.073834
-50.773205,85,561.115574
-58.921065,92,561.161835
-45.997599,81,561.244808
-52.115126,85,561.290721
-1.931244,42,561.315755
-3.78459,42,561.334127
-48.385541,84,561.378295
-53.562725,88,561.424079
-53.338462,88,577.933981
-58.243612,90,577.979677
-56.497494,91,578.024418
-55.204459,90,578.069745
-56.283201,90,578.115251
-1.042582,41,578.137901
-3.176558,44,578.18367
-2.851649,42,578.202366
-49.150621,82,578.245519
-5.589129,43,578.272685
-53.437566,88,578.337445
-4.171323,43,578.361704
-56.186213,91,578.427296
-3.672871,43,578.450628
-4.931456,43,578.469578
-9.68467,48,578.496853
-56.953274,91,578.560163
-53.67063,89,578.603517
-63.271949,95,578.649318
-46.725851,83,578.686219
-57.130303,91,578.731338
-57.468068,91,578.77439
-51.790396,86,578.81701
-5.221369,45,578.842852
-0.990692,41,578.860604
-8.107535,47,578.887029
-5.505101,47,578.930582
-53.398587,88,578.992453
-54.961235,91,579.038789
-55.541801,90,579.083486
-50.563462,85,579.12651
-53.484853,88,579.172255
-3.965417,43,579.19665
-2.789912,42,579.215077
-54.409259,88,579.261141
-56.082005,93,579.307633
-59.411562,92,579.351281
-2.984908,44,579.374058
-12.301575,48,579.395304
-3.559362,45,579.418747
-44.96837,80,579.478355
-3.640093,42,579.505541
-2.432948,42,579.54941
-9.604996,48,579.570813
-1.920799,42,579.594084
-2.490441,42,579.638295
-56.790015,91,579.704547
-5.816846,43,579.727363
-5.844209,45,579.771988
-64.284311,98,579.840615
-3.198779,42,579.860472
-50.865138,86,579.924059
-59.102029,92,579.971244
-52.659343,87,580.013055
-51.79696,87,580.05775
-54.442188,88,580.10356
0.374895,41,580.126872
-3.50363,43,580.171332
-3.739285,43,580.189901
-46.701801,84,580.233091
-59.693965,94,580.282347
-3.001332,44,580.304364
-3.081983,44,580.34918
-57.632825,91,580.413827
-55.024479,89,580.456734
-2.078687,43,580.480509
-3.377659,42,580.498712
-58.159112,93,580.590976
-54.885066,89,580.63433
-50.059521,84,580.676054
-55.266436,88,580.720206
-53.949087,88,580.762315
-52.17481,86,580.804399
-48.477397,83,580.845632
-60.633806,95,580.893108
-58.42415,94,580.934801
-18.868502,57,580.961063
-3.788063,42,580.978557
-49.268961,85,581.057049
-4.478717,43,581.081677
-5.088071,46,581.126133
-55.210074,89,581.187025
-55.78517,89,581.229829
-55.173169,89,581.272244
-57.462807,90,581.314976
0.307621,41,581.33657
-55.406984,89,581.398794
-2.409045,42,597.784915
-4.688669,43,597.80422
-3.081409,43,597.830449
-55.879475,92,597.895673
-3.443527,42,597.917717
-8.878066,46,597.937881
-55.757664,88,597.981915
-2.704109,43,598.005944
-4.155924,43,598.024822
-3.34141,43,598.049626
-0.887385,41,598.068026
-58.084783,91,598.118476
1.425969,40,598.140597
-6.780248,46,598.161105
-63.420741,93,598.209209
-10.296835,45,598.232434
-4.062708,45,598.252574
-5.029018,42,598.276141
-2.079305,42,598.294671
-2.859369,43,598.320748
-3.614413,43,598.339556
-49.014175,82,598.382412
-3.28925,42,598.409166
-2.870997,42,598.427584
-0.445885,41,598.452866
-3.43363,42,598.471644
-5.004136,44,598.49837
-3.683575,42,598.516976
-4.801624,44,598.542934
-0.76009,41,598.561487
-3.172228,42,598.587477
-0.211894,41,598.605918
-0.629332,41,598.632087
-7.119902,44,598.677631
0.12371,41,598.69563
-4.085183,44,598.721588
-3.520592,42,598.739991
-36.520847,74,598.779862
-56.583727,90,598.832206
-4.759198,43,598.855484
-2.043509,42,598.899162
-5.476806,43,598.918128
-56.342201,89,598.964622
-4.933796,43,598.988342
-2.62152,42,599.032615
-4.096298,43,599.077141
-49.649434,84,599.140648
-40.911623,77,599.181963
-4.311858,43,599.211136
-4.271292,43,599.255814
-4.456519,43,599.274837
-10.392814,49,599.302895
-0.292585,41,599.320918
-59.654806,93,599.366974
-10.115867,49,599.391928
-3.607553,42,599.432794
-46.637568,81,599.494899
-57.184567,90,599.544061
-1.145385,42,599.567005
-6.359662,44,599.586741
-1.833715,42,599.611692
-5.016754,43,599.631111
-51.074021,85,599.675746
-4.630545,43,599.701088
-51.215113,87,599.764973
-1.966691,42,599.78939
-0.297638,41,599.807832
-3.583797,42,599.83372
-1.907814,43,599.878253
-3.443764,42,599.896739
-2.982415,42,599.922057
-3.227741,43,599.941475
-4.031014,43,599.96702
-5.519096,46,599.987245
-54.103026,88,600.031415
-48.444207,83,600.073896
-5.677778,44,600.10138
-5.333788,44,600.121141
-3.146059,43,600.145931
-1.580489,42,600.189482
-2.095817,42,600.207916
-5.573258,46,600.235573
-8.288769,44,600.255046
-54.966931,88,600.298852
-55.33155,90,600.343675
-50.368028,85,600.385973
-8.194435,45,600.412494
-7.344619,44,600.432271
-54.377662,88,600.476592
-4.375314,43,600.500716
0.079617,42,600.519529
-3.09322,42,600.545028
-4.670762,42,600.563435
-51.094591,86,600.609885
-3.535388,43,600.634969
-3.471913,42,600.678655
-4.083525,42,600.696951
-4.980046,43,600.722671
-3.631397,43,600.741038
-4.795437,43,600.766367
-2.843512,45,600.786122
-52.044882,87,600.830119
-5.896999,45,600.85539
-3.48785,42,600.897901
-5.481181,43,600.91674
-58.559869,92,600.964069
-2.846541,44,600.986884
-2.73713,42,601.005646
-65.562204,96,601.099094
-64.442399,97,601.144959
-1.743377,42,601.165119
-2.94561,42,601.183878
-50.09062,85,601.228386
-5.873656,44,601.254466
-2.436233,42,601.297884
-8.84399,48,617.854905
-5.401692,43,617.874371
-0.866778,41,617.89691
-5.007222,44,617.916484
-5.690752,47,617.944033
-3.649977,43,617.963276
-5.680164,43,617.987235
-1.174047,42,618.005961
-4.822765,43,618.033433
-10.168506,48,618.055019
-1.193112,42,618.07794
-0.927648,41,618.096489
-1.841331,42,618.123391
-1.971037,42,618.142491
-55.866775,89,618.189604
-3.159106,44,618.214272
-2.445434,42,618.232757
-1.569702,42,618.257277
-5.051203,43,618.301694
-2.131226,42,618.345398
-6.140857,46,618.365606
-3.197827,42,618.389196
-9.269771,49,618.410776
-2.5418,44,618.434097
-44.574538,81,618.495304
-4.482397,43,618.522268
-2.099962,41,618.540117
-2.310402,42,618.565616
-4.681282,42,618.584132
-6.667321,47,618.61259
-5.374373,45,618.632643
-4.627696,43,618.655659
-5.591139,44,618.674951
-5.969405,46,618.744946
-1.826729,42,618.763433
-1.901119,42,618.787363
-5.928227,45,618.807655
2.113775,39,618.830673
-3.577511,44,618.849899
-3.911799,43,618.876167
-4.527124,46,618.896603
-3.290992,41,618.91913
-7.107194,46,618.939432
-2.513944,42,618.963808
-57.225285,91,619.029793
-5.01334,44,619.052965
-4.381268,43,619.071702
-2.137504,42,619.095733
-4.630179,43,619.115245
-6.217769,46,619.14287
-1.148345,42,619.161275
-48.445186,84,619.203719
-7.700278,45,619.230572
-2.211711,42,619.249176
-1.815929,41,619.273129
-5.602889,42,619.291744
0.403603,41,619.317568
-2.209463,42,619.335825
-3.210179,45,619.362849
-2.326735,42,619.381003
-2.56084,42,619.404673
-0.674235,41,619.44747
-5.11206,44,619.466355
-1.684628,41,619.490198
-2.43745,42,619.508223
-50.454558,87,619.553518
-0.309534,41,619.576983
-7.150108,46,619.596939
-3.490228,42,619.62143
-15.164189,55,619.645702
