# {"t_start": 1591372385.3888662, "env_id": "Block2D-v1"} 
r,l,t
-72.860209,72,1651.243817
-78.797147,78,1651.31656
-67.800421,75,1651.44761
-83.431844,73,1651.514455
-78.506735,73,1651.651141
-79.750536,79,1651.724693
-67.315448,69,1651.855422
-66.008212,67,1651.887043
-77.713158,78,1651.929688
-63.666764,67,1651.96006
-64.34484,69,1651.995198
-78.106552,74,1652.067899
-71.405861,70,1652.10037
-73.594877,75,1652.275697
-76.055662,77,1652.417741
-95.028932,95,1652.634186
-87.043687,82,1652.763447
-70.769886,70,1652.822567
-72.116032,71,1652.886258
-80.751378,72,1652.953189
-78.629064,73,1653.016464
-70.018463,75,1653.082471
-70.970568,77,1653.212675
-100.401419,94,1653.28441
-75.245786,71,1678.438474
-76.332357,72,1678.470096
-73.306452,76,1678.65107
-81.284971,80,1678.723009
-64.657232,67,1678.981306
-82.56747,86,1679.058396
-75.682507,85,1679.334743
-73.801361,82,1679.472962
-72.569161,71,1679.536723
-70.506529,69,1679.673983
-83.15249,78,1679.74227
-70.994713,69,1679.805845
-67.995139,73,1679.938557
-74.915181,69,1680.077346
-66.904066,69,1680.109228
-89.797735,93,1680.227053
-77.36329,82,1680.290586
-74.346268,71,1680.424488
-77.968174,78,1680.460125
-69.985847,71,1680.493305
-69.686058,70,1680.526028
-72.149933,77,1680.566429
-80.871778,72,1680.599312
-78.361582,80,1680.636303
-68.769804,74,1680.700508
-78.819429,76,1680.77247
-76.290941,72,1680.806437
-81.691866,86,1680.846736
-80.591648,79,1680.910625
-75.047893,80,1680.980909
-76.759376,74,1681.112615
-79.614018,79,1681.18099
-62.571965,72,1681.243991
-76.89477,79,1681.378232
-63.642962,68,1681.408228
-62.231111,72,1681.56906
-68.217459,69,1681.6054
-70.77892,76,1681.643928
-76.767118,70,1681.786712
-69.800495,74,1681.924836
-76.764597,71,1681.956081
-81.218745,80,1682.064838
-80.949482,86,1682.275021
-78.067662,72,1682.404976
-66.529448,74,1682.540163
-70.92157,73,1682.574041
-79.343708,76,1682.608619
-65.870557,69,1682.733733
-72.178975,75,1682.76585
-62.881188,68,1683.006372
-72.090051,70,1683.037799
-67.175376,71,1683.142562
-88.143109,82,1683.213079
-72.599079,81,1683.27845
-79.147164,73,1683.342608
-63.906714,66,1683.372109
-73.317968,77,1683.410709
-68.391798,70,1683.441623
