EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,Success,TimeElapsed,TimestepsSoFar
150.0,-251.56044376312988,75,2550,29,1024.1899483203888,382500
150.0,-258.96836473160255,75,2625,28,1055.095876455307,393750
150.0,-225.19976686974678,75,2700,38,1086.3391058444977,405000
150.0,-209.24652734095216,75,2775,47,1117.4016270637512,416250
150.0,-243.36171128122072,75,2850,42,1148.3232307434082,427500
150.0,-242.58800353206144,75,2925,43,1179.372020483017,438750
150.0,-233.96575189421205,75,3000,51,1210.4659085273743,450000
150.0,-221.13413453740026,75,3075,53,1241.4709105491638,461250
150.0,-220.79564700509795,75,3150,53,1272.6968264579773,472500
150.0,-200.15948224413833,75,3225,54,1304.1054236888885,483750
150.0,-192.5635851808806,75,3300,58,1335.3851354122162,495000
150.0,-211.40807967750112,75,3375,62,1365.5580492019653,506250
150.0,-218.96421622091526,75,3450,61,1395.9113354682922,517500
150.0,-182.04035812092337,75,3525,58,1426.1256585121155,528750
150.0,-209.87919247801247,75,3600,69,1456.7685329914093,540000
150.0,-212.1903272809156,75,3675,59,1487.4658076763153,551250
150.0,-231.9723657467062,75,3750,55,1517.5215167999268,562500
150.0,-173.95712162802073,75,3825,61,1548.1441504955292,573750
150.0,-202.88474123813253,75,3900,53,1578.6306717395782,585000
150.0,-169.0813254192484,75,3975,64,1609.0525867938995,596250
150.0,-203.5313633224597,75,4050,63,1639.9708573818207,607500
150.0,-196.20959180187202,75,4125,55,1670.4196376800537,618750
150.0,-196.37151791339423,75,4200,60,1700.861096382141,630000
150.0,-192.86022632956752,75,4275,64,1731.562637090683,641250
150.0,-166.8433382233441,75,4350,63,1762.3895421028137,652500
150.0,-166.98124012571927,75,4425,62,1793.0928287506104,663750
150.0,-159.7429294388231,75,4500,64,1823.685070991516,675000
150.0,-184.88309172033513,75,4575,61,1853.9709208011627,686250
150.0,-184.85388452420509,75,4650,64,1884.5337340831757,697500
150.0,-160.81659003001954,75,4725,71,1916.2818648815155,708750
150.0,-207.42724316043058,75,4800,66,1948.437040090561,720000
150.0,-207.7499330053359,75,4875,62,1980.51078748703,731250
150.0,-152.8425128065614,75,4950,66,2012.4654591083527,742500
150.0,-174.27862445120962,75,5025,61,2043.9669749736786,753750
150.0,-199.9303063726129,75,5100,65,2075.927901506424,765000
150.0,-146.3635468340823,75,5175,62,2107.625034570694,776250
150.0,-171.87607353491256,75,5250,67,2139.631771802902,787500
150.0,-145.04304567859103,75,5325,63,2171.2388532161713,798750
150.0,-143.85976158522345,75,5400,64,2203.4135196208954,810000
150.0,-141.86727610531779,75,5475,66,2235.353026151657,821250
150.0,-140.7399349317569,75,5550,68,2266.268869638443,832500
150.0,-215.24579871654765,75,5625,65,2297.296224594116,843750
150.0,-161.59290993553654,75,5700,66,2329.238564491272,855000
150.0,-137.12040747323053,75,5775,63,2361.536636352539,866250
150.0,-161.8054994787391,75,5850,66,2393.5720093250275,877500
150.0,-138.5770695392834,75,5925,66,2425.601444005966,888750
150.0,-160.8815769170378,75,6000,68,2457.3997740745544,900000
150.0,-141.026177711625,75,6075,63,2489.4294896125793,911250
150.0,-182.72565872977233,75,6150,62,2521.1452901363373,922500
150.0,-157.7173711712418,75,6225,66,2553.1427295207977,933750
150.0,-133.7224643795667,75,6300,69,2585.1397852897644,945000
150.0,-160.1777174256433,75,6375,65,2617.1307706832886,956250
150.0,-154.6580093908621,75,6450,66,2649.0769662857056,967500
150.0,-131.63696539968407,75,6525,61,2681.1239132881165,978750
150.0,-152.63715264295325,75,6600,70,2713.5015523433685,990000
150.0,-177.7053802352452,75,6675,60,2745.905796766281,1001250
150.0,-128.02093067773666,75,6750,62,2777.9886786937714,1012500
150.0,-128.0953528859195,75,6825,68,2810.2056272029877,1023750
150.0,-130.53673030400722,75,6900,71,2842.534821510315,1035000
150.0,-149.15871115973226,75,6975,67,2874.877973794937,1046250
150.0,-160.17410960485023,75,7050,70,2907.1887497901917,1057500
150.0,-126.50929370632498,75,7125,64,2939.431559562683,1068750
150.0,-125.60828475328815,75,7200,70,2971.620215654373,1080000
150.0,-133.87823505138064,75,7275,66,3003.9259510040283,1091250
150.0,-134.29104645957267,75,7350,72,3036.287129878998,1102500
150.0,-132.36687829129116,75,7425,71,3068.8401527404785,1113750
150.0,-158.55351974530979,75,7500,69,3101.0748324394226,1125000
