# {"t_start": 1591428119.561635, "env_id": "Block2D-v1"} 
r,l,t
0.667436,40,347.691014
-1.683869,39,347.758498
-70.365743,94,347.861238
-5.330134,45,347.92439
-59.355231,88,348.020657
0.885551,43,348.081986
4.288921,38,348.121545
2.568297,38,348.235052
-0.420698,41,348.398828
3.113569,39,348.439045
2.958128,38,348.478161
3.881549,38,348.549056
-62.547436,90,348.779398
-2.96297,44,348.887989
6.621684,36,348.924289
0.219888,41,348.966947
-3.744707,42,349.038337
0.204074,40,349.080023
-1.550919,43,349.124473
6.412268,37,349.205033
2.524349,40,349.245617
-3.340433,45,349.292252
3.042499,37,349.356403
-56.767102,86,349.448964
1.4014,38,349.515168
0.034878,42,349.558755
-68.66764,97,349.742817
6.588983,37,349.837108
3.496415,40,349.878277
0.894125,39,349.917577
2.926175,39,349.991791
1.69904,40,350.1565
-2.061667,42,350.199712
-1.707556,43,350.244262
3.693767,37,350.305808
3.840859,39,350.346186
6.079679,37,350.384727
-3.360324,43,350.467542
4.512598,37,350.505867
-2.928044,42,350.624977
-57.536359,87,350.720292
-64.208786,93,350.842298
-1.619436,41,350.944708
-0.739744,41,350.98764
-4.269223,44,351.106924
1.358043,41,351.150152
4.031732,38,351.258056
1.02313,39,351.297639
0.027855,41,351.360042
2.751932,38,351.431078
2.288495,39,351.470439
-2.373872,43,351.516448
-4.189506,44,351.592085
0.988622,40,351.633896
-75.15064,97,351.812403
2.539958,39,351.851916
-65.959844,89,351.962168
4.893194,37,352.000456
-78.508166,103,352.138203
-2.435813,43,352.183525
-43.992155,79,352.274421
1.658764,40,352.316056
1.420419,41,352.389442
-2.325258,43,352.433864
-0.018641,41,352.476076
-74.383382,100,352.612179
5.455603,37,352.650398
2.709869,38,352.702421
1.54847,40,352.744325
5.292885,38,352.783566
3.335653,37,352.8546
4.272577,38,353.018311
-56.018121,86,353.11196
5.007866,37,353.344024
3.382625,39,353.383875
4.728786,37,353.421483
-1.78843,44,353.523575
-63.589958,93,353.64606
1.890754,42,353.728189
5.487561,37,353.766081
3.123606,38,353.88085
-77.032676,104,354.118613
-2.582886,43,354.163902
4.068172,37,354.204388
2.006369,42,354.248255
-67.074896,96,354.430629
4.880284,37,354.524829
1.087293,40,354.566094
2.668781,40,354.608224
3.785351,37,354.67922
2.90961,38,354.718848
6.722381,36,354.760834
2.067702,39,354.800788
-71.324792,96,354.906757
-0.172678,42,354.950413
1.021726,38,355.00128
0.560362,42,355.045683
-1.042506,42,355.088802
-63.450987,91,355.216744
3.521008,38,355.255139
-62.832085,90,355.374419
3.845959,38,355.413966
6.910544,36,355.472309
2.816857,38,355.512635
-2.439582,44,355.559309
3.753815,37,355.62932
0.720546,42,355.67245
0.564104,39,355.712681
-64.721707,93,355.869092
0.493181,42,355.912399
4.752161,37,355.964228
-67.350947,94,356.068535
-65.492935,93,356.188396
-0.862589,43,356.233929
-0.379294,39,356.288224
-70.049891,98,356.39615
3.513607,38,377.733006
2.042964,40,377.775187
6.74268,36,377.811515
-1.849566,42,377.891856
1.842052,40,377.932234
-96.793059,119,378.133522
-63.879221,95,378.267814
-2.971489,43,378.313214
0.401709,42,378.368738
3.225058,38,378.407238
4.907496,37,378.520518
0.387507,39,378.559931
-68.468499,97,378.745469
4.999048,37,378.78306
5.021139,37,378.835129
1.463337,40,378.876155
5.333139,37,378.913626
-4.707768,45,378.995705
3.145942,37,379.03275
2.195298,39,379.072423
4.987372,38,379.138807
2.671947,38,379.176965
0.074463,41,379.219669
3.447665,38,379.290668
-46.175475,77,379.374403
-7.424911,48,379.47885
-2.294671,42,379.523657
-2.065537,41,379.565674
-49.317127,83,379.675338
0.201592,40,379.718328
5.086801,38,379.784015
-5.260794,44,379.830128
3.8006,37,379.86795
3.214739,39,379.939431
1.623996,40,379.980722
-2.641369,42,380.024191
-76.206612,104,380.167727
5.140352,37,380.205464
-6.467856,46,380.264344
8.385657,36,380.301486
3.951549,38,380.340165
0.43954,42,380.413257
-1.352467,41,380.455837
6.448474,36,380.492413
-96.226508,120,380.658161
-69.983756,97,380.796497
-2.125636,43,380.89637
-64.605538,95,381.001278
-67.656972,93,381.11589
7.626573,35,381.151502
1.518094,41,381.216818
4.919535,37,381.254693
-4.957754,44,381.300729
-63.486702,93,381.430501
3.659845,38,381.469062
-0.505565,40,381.528393
0.659937,40,381.590885
2.584847,38,381.630139
-51.084781,81,381.750915
2.412036,38,381.863197
0.56151,40,381.904414
3.068408,38,381.94355
3.938668,38,382.017339
3.27211,38,382.056508
-71.430192,94,382.242478
2.007853,40,382.283618
-0.110375,40,382.340185
